id,category,source,case_id,key_path,ko,en,ja,zh-CN,notes
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_dc-1_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[dc-1].label,dc-1 유서 작성 개입 정황,dc-1 Signs of Involvement in the Will,dc-1 遺言書作成への関与の状況,dc-1 介入遗嘱制作的迹象,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_dc-2_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[dc-2].label,dc-2 자기 몫을 줄인 조작의 이유,dc-2 Why Alter It to Reduce His Own Share?,dc-2 自分の取り分を減らす操作の理由,dc-2 为何要改成减少自己份额,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_dc-3_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[dc-3].label,dc-3 형이 모르던 오래된 지원,dc-3 Old Support the Older Brother Never Knew,dc-3 兄が知らなかった古い支援,dc-3 哥哥不知道的旧日支援,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_dc-4_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[dc-4].label,dc-4 감춘 이유,dc-4 Why It Was Hidden,dc-4 隠した理由,dc-4 隐瞒的理由,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_dc-5_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[dc-5].label,dc-5 어머니의 뜻,dc-5 Mother's Wishes,dc-5 母の意思,dc-5 母亲的意愿,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_e-1_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[e-1].label,e-1 60:40 유서 사본,e-1 60:40 Will Copy,e-1 60:40遺言書コピー,e-1 60:40遗嘱副本,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_e-2_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[e-2].label,e-2 요양원 방문기록,e-2 Care Home Visit Logs,e-2 介護施設の訪問記録,e-2 疗养院探访记录,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_e-3_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[e-3].label,e-3 전 요양보호사 음성증언,e-3 Former Caregiver Audio Testimony,e-3 元介護職員の音声証言,e-3 前护理员语音证言,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_e-4_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[e-4].label,e-4 공증인 메모 기록,e-4 Notary's Memo Notes,e-4 公証人のメモ記録,e-4 公证人备忘记录,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_e-5_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[e-5].label,e-5 어머니 자필 유언장 연습본,e-5 Mother's Handwritten Will Draft,e-5 母の自筆遺言書下書き,e-5 母亲亲笔遗嘱草稿,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_e-6_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[e-6].label,e-6 오래된 계좌 흐름,e-6 Old Account Trail,e-6 古い口座の流れ,e-6 旧账户流水,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_e-7_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[e-7].label,e-7 어머니 일기장,e-7 Mother's Diary,e-7 母の日記,e-7 母亲日记,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_stmt-a-heir_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[stmt-a-heir].label,"윤태성의 발언 ""모시고 산 건 나인데 왜 40이냐""",Yoon Tae-seong's statement: “I was the one who cared for her. Why only 40?”,ユン・テソンの発言「世話をしてきたのは私なのに、なぜ40なのか」,尹泰成的发言：“照顾母亲的是我，为什么只有40？”,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
