id,category,source,case_id,key_path,ko,en,ja,zh-CN,notes
judge_question_script_src_data_scriptedAngles_friend-01_judgeQuestions_d-4_.variants_judgeq-d-4-empathy_approach-a-loan_document_weight-v1_.behaviorHint,judge_question_script,src/data/scriptedAngles,friend-01,judgeQuestions[d-4].variants[judgeq-d-4-empathy_approach-a-loan_document_weight-v1].behaviorHint,사정 확인. 차용증의 무게 각도에서 답하게 한다.,Circumstance check. Have the answer address the weight of the IOU.,事情確認。借用書の重さという角度から答えさせる。,情况确认。让回答围绕借条的分量展开。,Judge-authored interrogation question or judge behavior hint.
judge_question_script_src_data_scriptedAngles_friend-01_judgeQuestions_d-4_.variants_judgeq-d-4-empathy_approach-a-loan_document_weight-v1_.text,judge_question_script,src/data/scriptedAngles,friend-01,judgeQuestions[d-4].variants[judgeq-d-4-empathy_approach-a-loan_document_weight-v1].text,"송다은 씨, 아버지의 차용증을 확인했을 때 먼저 든 감정에 대해 말씀해 주십시오.","Ms. Song, please describe the first feeling you had when you confirmed your father's IOU.",ソン・ダウンさん、父の借用書を確認したとき、最初に浮かんだ感情を話してください。,宋多恩女士，请说明您确认父亲的借条时，最先涌上的是什么感受。,Judge-authored interrogation question or judge behavior hint.
judge_question_script_src_data_scriptedAngles_friend-01_judgeQuestions_d-4_.variants_judgeq-d-4-empathy_approach-a-loan_document_weight-v2_.behaviorHint,judge_question_script,src/data/scriptedAngles,friend-01,judgeQuestions[d-4].variants[judgeq-d-4-empathy_approach-a-loan_document_weight-v2].behaviorHint,사정 확인. 차용증의 무게 각도에서 답하게 한다.,Circumstance check. Have the answer address the weight of the IOU.,事情確認。借用書の重さという角度から答えさせる。,情况确认。让回答围绕借条的分量展开。,Judge-authored interrogation question or judge behavior hint.
judge_question_script_src_data_scriptedAngles_friend-01_judgeQuestions_d-4_.variants_judgeq-d-4-empathy_approach-a-loan_document_weight-v2_.text,judge_question_script,src/data/scriptedAngles,friend-01,judgeQuestions[d-4].variants[judgeq-d-4-empathy_approach-a-loan_document_weight-v2].text,"송다은 씨, 차용증의 무게을 지금 다시 보면 어떤 감정이 앞서는지 말씀해 주십시오.","Ms. Song, looking back now at the weight of the IOU, what feeling comes first?",ソン・ダウンさん、借用書の重さを今あらためて見ると、どの感情が先に立ちますか。,宋多恩女士，现在重新面对这份借条的分量，最先出现的是什么情绪？,Judge-authored interrogation question or judge behavior hint.
judge_question_script_src_data_scriptedAngles_friend-01_judgeQuestions_d-4_.variants_judgeq-d-4-empathy_approach-a-loan_document_weight-v3_.behaviorHint,judge_question_script,src/data/scriptedAngles,friend-01,judgeQuestions[d-4].variants[judgeq-d-4-empathy_approach-a-loan_document_weight-v3].behaviorHint,사정 확인. 차용증의 무게 각도에서 답하게 한다.,Circumstance check. Have the answer address the weight of the IOU.,事情確認。借用書の重さという角度から答えさせる。,情况确认。让回答围绕借条的分量展开。,Judge-authored interrogation question or judge behavior hint.
judge_question_script_src_data_scriptedAngles_friend-01_judgeQuestions_d-4_.variants_judgeq-d-4-empathy_approach-a-loan_document_weight-v3_.text,judge_question_script,src/data/scriptedAngles,friend-01,judgeQuestions[d-4].variants[judgeq-d-4-empathy_approach-a-loan_document_weight-v3].text,"송다은 씨, 그때 말하지 못했거나 보지 못했던 부분을 솔직히 설명해 주십시오.","Ms. Song, please explain honestly what you could not say or could not see at the time.",ソン・ダウンさん、当時言えなかったこと、見えていなかったことを率直に説明してください。,宋多恩女士，请坦率说明当时没能说出口或没能看见的部分。,Judge-authored interrogation question or judge behavior hint.
judge_question_script_src_data_scriptedAngles_friend-01_judgeQuestions_d-4_.variants_judgeq-d-4-empathy_approach-a-loan_document_weight-v4_.behaviorHint,judge_question_script,src/data/scriptedAngles,friend-01,judgeQuestions[d-4].variants[judgeq-d-4-empathy_approach-a-loan_document_weight-v4].behaviorHint,사정 확인. 차용증의 무게 각도에서 답하게 한다.,Circumstance check. Have the answer address the weight of the IOU.,事情確認。借用書の重さという角度から答えさせる。,情况确认。让回答围绕借条的分量展开。,Judge-authored interrogation question or judge behavior hint.
judge_question_script_src_data_scriptedAngles_friend-01_judgeQuestions_d-4_.variants_judgeq-d-4-empathy_approach-a-loan_document_weight-v4_.text,judge_question_script,src/data/scriptedAngles,friend-01,judgeQuestions[d-4].variants[judgeq-d-4-empathy_approach-a-loan_document_weight-v4].text,"송다은 씨, 당시 감정과 지금의 판단을 나눠 말씀해 주십시오.","Ms. Song, please separate what you felt then from how you judge it now.",ソン・ダウンさん、当時の感情と今の判断を分けて話してください。,宋多恩女士，请把当时的情绪和现在的判断分开说明。,Judge-authored interrogation question or judge behavior hint.
judge_question_script_src_data_scriptedAngles_friend-01_judgeQuestions_d-4_.variants_judgeq-d-4-empathy_approach-a-loan_document_weight-v5_.behaviorHint,judge_question_script,src/data/scriptedAngles,friend-01,judgeQuestions[d-4].variants[judgeq-d-4-empathy_approach-a-loan_document_weight-v5].behaviorHint,사정 확인. 차용증의 무게 각도에서 답하게 한다.,Circumstance check. Have the answer address the weight of the IOU.,事情確認。借用書の重さという角度から答えさせる。,情况确认。让回答围绕借条的分量展开。,Judge-authored interrogation question or judge behavior hint.
judge_question_script_src_data_scriptedAngles_friend-01_judgeQuestions_d-4_.variants_judgeq-d-4-empathy_approach-a-loan_document_weight-v5_.text,judge_question_script,src/data/scriptedAngles,friend-01,judgeQuestions[d-4].variants[judgeq-d-4-empathy_approach-a-loan_document_weight-v5].text,"송다은 씨, 이 쟁점이 본인에게 가장 부담스러운 이유를 말씀해 주십시오.","Ms. Song, please explain why this issue weighs most heavily on you.",ソン・ダウンさん、この争点がご自身にとって最も重い理由を話してください。,宋多恩女士，请说明这个争点为什么对您来说最沉重。,Judge-authored interrogation question or judge behavior hint.
