id,category,source,case_id,key_path,ko,en,ja,zh-CN,notes
hardcoded_source_literal_src_components_pc_result_resultCopy.ts_line:852,hardcoded_source_literal,src/components/pc/result/resultCopy.ts,,line:852,証人の深層証言に到達,Reached Deep Witness Testimony,証人の深層証言に到達,抵达证人深层证言,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_result_resultCopy.ts_line:853,hardcoded_source_literal,src/components/pc/result/resultCopy.ts,,line:853,3種類の質問をすべて使用,Used All 3 Question Types,3種類の質問をすべて使用,使用全部 3 类问题,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_result_resultCopy.ts_line:854,hardcoded_source_literal,src/components/pc/result/resultCopy.ts,,line:854,矛盾追及に成功,Successfully Challenged a Contradiction,矛盾追及に成功,矛盾追问成功,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_result_resultCopy.ts_line:855,hardcoded_source_literal,src/components/pc/result/resultCopy.ts,,line:855,隠れた争点をすべて発現,Revealed All Hidden Issues,隠れた争点をすべて発現,显现全部隐藏争议点,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_result_resultCopy.ts_line:856,hardcoded_source_literal,src/components/pc/result/resultCopy.ts,,line:856,すべての争点をS3以上へ到達,Raised All Issues to S3 or Higher,すべての争点をS3以上へ到達,全部争议点达到 S3 以上,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_result_resultCopy.ts_line:857,hardcoded_source_literal,src/components/pc/result/resultCopy.ts,,line:857,分離尋問を使用,Used Separate Questioning,分離尋問を使用,使用分离询问,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_result_resultCopy.ts_line:858,hardcoded_source_literal,src/components/pc/result/resultCopy.ts,,line:858,非公開保護を使用,Used Confidentiality Protection,非公開保護を使用,使用不公开保护,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_result_resultCopy.ts_line:861,hardcoded_source_literal,src/components/pc/result/resultCopy.ts,,line:861,解锁全部证据,Unlocked All Evidence,すべての証拠を解放,解锁全部证据,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_result_resultCopy.ts_line:862,hardcoded_source_literal,src/components/pc/result/resultCopy.ts,,line:862,提交全部证据,Submitted All Evidence,すべての証拠を提出,提交全部证据,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_result_resultCopy.ts_line:863,hardcoded_source_literal,src/components/pc/result/resultCopy.ts,,line:863,完整调查全部证据,Fully Investigated All Evidence,すべての証拠を完全に調査,完整调查全部证据,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_result_resultCopy.ts_line:864,hardcoded_source_literal,src/components/pc/result/resultCopy.ts,,line:864,完成自动组合,Completed Auto Combination,自動組み合わせを完了,完成自动组合,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_result_resultCopy.ts_line:865,hardcoded_source_literal,src/components/pc/result/resultCopy.ts,,line:865,完成手动组合,Completed Manual Combination,手動組み合わせを完了,完成手动组合,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_result_resultCopy.ts_line:866,hardcoded_source_literal,src/components/pc/result/resultCopy.ts,,line:866,使用全部 DossierCard,Used All DossierCards,すべてのDossierCardを使用,使用全部 DossierCard,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_result_resultCopy.ts_line:867,hardcoded_source_literal,src/components/pc/result/resultCopy.ts,,line:867,传唤全部证人,Summoned All Witnesses,すべての証人を召喚,传唤全部证人,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_result_resultCopy.ts_line:868,hardcoded_source_literal,src/components/pc/result/resultCopy.ts,,line:868,抵达证人深层证言,Reached Deep Witness Testimony,証人の深層証言に到達,抵达证人深层证言,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_result_resultCopy.ts_line:869,hardcoded_source_literal,src/components/pc/result/resultCopy.ts,,line:869,使用全部3类问题,Used All 3 Question Types,3種類の質問をすべて使用,使用全部 3 类问题,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
