id,category,source,case_id,key_path,ko,en,ja,zh-CN,notes
hardcoded_source_literal_src_components_pc_evidence_EvidenceSubViewers.tsx_line:44,hardcoded_source_literal,src/components/pc/evidence/EvidenceSubViewers.tsx,,line:44,속도,Speed,速度,速度,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_evidence_EvidenceSubViewers.tsx_line:45,hardcoded_source_literal,src/components/pc/evidence/EvidenceSubViewers.tsx,,line:45,조회 기간 미상,Lookup period unknown,照会期間不明,查询期间不明,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_evidence_EvidenceSubViewers.tsx_line:46,hardcoded_source_literal,src/components/pc/evidence/EvidenceSubViewers.tsx,,line:46,금융거래 내역 조회표,Financial Transaction Lookup Sheet,金融取引明細照会表,金融交易明细查询表,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_evidence_EvidenceSubViewers.tsx_line:47,hardcoded_source_literal,src/components/pc/evidence/EvidenceSubViewers.tsx,,line:47,{period} / 거래 원장 출력본,{period} / Transaction ledger printout,{period} / 取引元帳出力,{period} / 交易台账打印件,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_evidence_EvidenceSubViewers.tsx_line:48,hardcoded_source_literal,src/components/pc/evidence/EvidenceSubViewers.tsx,,line:48,거래확인,Transaction Check,取引確認,交易确认,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_evidence_EvidenceSubViewers.tsx_line:49,hardcoded_source_literal,src/components/pc/evidence/EvidenceSubViewers.tsx,,line:49,중점 거래 {count}건 표시 · 제출용 사본,{count} key transactions shown · Copy for submission,重点取引{count}件を表示・提出用写し,显示{count}笔重点交易 · 提交用副本,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_evidence_EvidenceSubViewers.tsx_line:50,hardcoded_source_literal,src/components/pc/evidence/EvidenceSubViewers.tsx,,line:50,조회 계좌,Queried Account,照会口座,查询账户,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_evidence_EvidenceSubViewers.tsx_line:51,hardcoded_source_literal,src/components/pc/evidence/EvidenceSubViewers.tsx,,line:51,제출자 보관 계좌,Submitter-held Account,提出者保管口座,提交人保管账户,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_evidence_EvidenceSubViewers.tsx_line:52,hardcoded_source_literal,src/components/pc/evidence/EvidenceSubViewers.tsx,,line:52,표시 기준,Display Basis,表示基準,显示标准,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_evidence_EvidenceSubViewers.tsx_line:53,hardcoded_source_literal,src/components/pc/evidence/EvidenceSubViewers.tsx,,line:53,입출금·잔액 대조,Deposits/Withdrawals & Balance Check,入出金・残高照合,收支与余额核对,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_evidence_EvidenceSubViewers.tsx_line:54,hardcoded_source_literal,src/components/pc/evidence/EvidenceSubViewers.tsx,,line:54,금융거래 내역,Financial Transactions,金融取引明細,金融交易明细,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_evidence_EvidenceSubViewers.tsx_line:55,hardcoded_source_literal,src/components/pc/evidence/EvidenceSubViewers.tsx,,line:55,거래일,Transaction Date,取引日,交易日,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_evidence_EvidenceSubViewers.tsx_line:56,hardcoded_source_literal,src/components/pc/evidence/EvidenceSubViewers.tsx,,line:56,적요,Description,摘要,摘要,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_evidence_EvidenceSubViewers.tsx_line:57,hardcoded_source_literal,src/components/pc/evidence/EvidenceSubViewers.tsx,,line:57,거래금액,Transaction Amount,取引金額,交易金额,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_evidence_EvidenceSubViewers.tsx_line:58,hardcoded_source_literal,src/components/pc/evidence/EvidenceSubViewers.tsx,,line:58,잔액,Balance,残高,余额,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_evidence_EvidenceSubViewers.tsx_line:59,hardcoded_source_literal,src/components/pc/evidence/EvidenceSubViewers.tsx,,line:59,대화 캡처 페이지,Chat Screenshot Page,会話スクリーンショットページ,对话截图页面,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_evidence_EvidenceSubViewers.tsx_line:60,hardcoded_source_literal,src/components/pc/evidence/EvidenceSubViewers.tsx,,line:60,{index}쪽,Page {index},{index}ページ,第{index}页,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
hardcoded_source_literal_src_components_pc_evidence_EvidenceSubViewers.tsx_line:61,hardcoded_source_literal,src/components/pc/evidence/EvidenceSubViewers.tsx,,line:61,상대방,Counterparty,相手方,对方,Visible Korean/CJK source literal outside i18n/data. Review whether it should move into i18n or remain developer-only.
