id,category,source,case_id,key_path,ko,en,ja,zh-CN,notes
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_dc-1_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[dc-1].label,dc-1 유서 작성 개입 정황,dc-1 Circumstances of intervention in writing a will,dc -1遺言書作成介入の状況,dc-1 干预立遗嘱的情况,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_dc-2_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[dc-2].label,dc-2 자기 몫을 줄인 조작의 이유,dc-2 Reason for manipulation to reduce one's share,dc -2操作理由の軽減,dc-2 操纵减少股份的原因,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_dc-3_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[dc-3].label,dc-3 형이 모르던 오래된 지원,Old support that dc-3 didn’t know about,dC -3タイプが知らなかった古いサポート,dc-3 不知道的旧支持,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_dc-4_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[dc-4].label,dc-4 감춘 이유,Reason for hiding dc-4,dc -4隠された理由,隐藏dc-4的原因,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_dc-5_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[dc-5].label,dc-5 어머니의 뜻,dc-5 mother's will,dc -5母の意志,DC-5 母亲的意愿,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_e-1_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[e-1].label,e-1 60:40 유서 사본,e-1 60:40 Copy of will,e -1 60:40遺言書の写し,e-1 60:40 遗嘱副本,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_e-2_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[e-2].label,e-2 요양원 방문기록,e-2 Nursing home visit record,e -2老人ホーム訪問の記録,e-2 疗养院探访记录,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_e-3_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[e-3].label,e-3 전 요양보호사 음성증언,e-3 Former nursing care worker’s voice testimony,e -3元介護者の否定的な証言,e-3 前护理员的心声见证,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_e-4_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[e-4].label,e-4 공증인 메모 기록,e-4 notary public memorandum records,e -4公証人メモの記録,e-4 公证人备忘录记录,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_e-5_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[e-5].label,e-5 어머니 자필 유언장 연습본,e-5 Practice copy of mother’s handwritten will,e -5母の手書き遺言書,e-5 母亲手写遗嘱的练习副本,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_e-6_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[e-6].label,e-6 오래된 계좌 흐름,e-6 old account flow,e -6古いアカウントのフロー,e-6 旧账户流程,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_e-7_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[e-7].label,e-7 어머니 일기장,e-7 mother's diary,e -7母の日記,e-7 妈妈的日记,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_stmt-a-heir_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[stmt-a-heir].label,"윤태성의 발언 ""모시고 산 건 나인데 왜 40이냐""","Yoon Tae-seong's remarks, ""I'm the one who took care of you, so why are you 40?""",ユン・テソンは、「私はあなたと一緒にそれを買ったので、なぜ40 ？」と言いました。,尹泰成说：“我是照顾你的人，为什么你都40岁了？”,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_stmt-b-mother_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[stmt-b-mother].label,"윤정후의 발언 ""어머니가 그렇게 하고 싶어 하셨습니다""","Yoon Jeong-hoo's remarks, ""My mother wanted to do that.""",ユン・ジョンフは「お母さんがそうしたかったんだ」と言いました。,尹正厚表示：“我妈妈也想这么做。”,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_stmt-b-silence_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[stmt-b-silence].label,"윤정후의 차단 발언 ""지금 단정해서 말할 수 없습니다""","Yoon Jeong-hoo's blocked remarks: ""I can't say anything definitively right now.""","Yoon Jeong - hoo's blocking remark ""I can 't say it neatly now""",尹正厚的言论被屏蔽：“我现在不能明确地说任何事情。”,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_w-1-angle_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[w-1-angle].label,w-1 최복순 증언 축,w-1 Choi Bok-soon's testimony congratulations,w -1チェ・ボクスン証言軸,w-1 崔福淳作证祝贺,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_w-2-angle_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[w-2-angle].label,w-2 김영수 증언 축,w-2 Kim Young-soo's testimony congratulations,w -2キム・ヨンス証言軸,w-2 金英洙作证祝贺,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.nodes_w-3-angle_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.nodes[w-3-angle].label,w-3 박순애 증언 축,w-3 congratulations on Park Soon-ae’s testimony,w -3パク・スンエ証言軸,恭喜 w-3 Park Soon-ae 作证,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.outputs_dc-1_.judgeHint,case_surface_content,src/data/cases/generated,family-01,combinationLab.outputs[dc-1].judgeHint,"유서 작성 당시 판단 능력과 개입 경계를 더 깊이 추궁하거나, 요양보호사 증언으로 보강할 수 있습니다.",,遺言を書いている時点で、あなたの判断と介入の境界線にさらに疑問を投げかけることができるかもしれませんし、介護者の証言でそれらを補強することもできるかもしれません。,撰写遗嘱时的判断能力和干预范围可以通过看护者的证词进一步调查或加强。,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.outputs_dc-1_.label,case_surface_content,src/data/cases/generated,family-01,combinationLab.outputs[dc-1].label,dc-1 유서 작성 개입 정황,dc-1 Circumstances of intervention in writing a will,dc -1遺言書作成介入の状況,dc-1 干预立遗嘱的情况,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_family-01_combinationLab.outputs_dc-1_.noteText,case_surface_content,src/data/cases/generated,family-01,combinationLab.outputs[dc-1].noteText,유서 작성 개입 정황,,意思決定介入の状況,撰写遗嘱涉及的情况,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
