id,category,source,case_id,key_path,ko,en,ja,zh-CN,notes
case_surface_content_src_data_cases_generated_spouse-01_combinationLab.nodes_dc-1_.label,case_surface_content,src/data/cases/generated,spouse-01,combinationLab.nodes[dc-1].label,dc-1 오피스텔의 사람들,People at dc-1 officetel,dc-1 オフィステルの人々,dc-1 办公电话人员,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_spouse-01_combinationLab.nodes_dc-2_.label,case_surface_content,src/data/cases/generated,spouse-01,combinationLab.nodes[dc-2].label,dc-2 시댁 얘기만 나오면 싸움,dc-2 We fight whenever we talk about our in-laws.,dc-2 お母さんの話だけが出れば戦う,dc-2 每当我们谈论我们的姻亲时，我们就会吵架。,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_spouse-01_combinationLab.nodes_dc-3_.label,case_surface_content,src/data/cases/generated,spouse-01,combinationLab.nodes[dc-3].label,"dc-3 3,000만 원의 권한",dc-3 30 million won authority,"dc-3 3,000万ウォンの権限",DC-3 3000万韩元 授权,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_spouse-01_combinationLab.nodes_dc-4_.label,case_surface_content,src/data/cases/generated,spouse-01,combinationLab.nodes[dc-4].label,"dc-4 2,000만 원의 수치",dc-4 figure of 20 million won,"dc-4 2,000万ウォンの数値",dc-4模型2000万韩元,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_spouse-01_combinationLab.nodes_dc-5_.label,case_surface_content,src/data/cases/generated,spouse-01,combinationLab.nodes[dc-5].label,"dc-5 6,000만 원의 순서",dc-5 order of 60 million won,"dc-5 6,000万ウォンの順",6000万韩元的dc-5订单,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_spouse-01_combinationLab.nodes_dc-6_.label,case_surface_content,src/data/cases/generated,spouse-01,combinationLab.nodes[dc-6].label,dc-6 가족 쪽 정황,dc-6 family circumstances,dc-6 家族側の情況,dc-6 家庭情况,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_spouse-01_combinationLab.nodes_e-1_.label,case_surface_content,src/data/cases/generated,spouse-01,combinationLab.nodes[e-1].label,e-1 카드 명세서,e-1 card statement,e-1 カード明細,e-1 卡声明,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_spouse-01_combinationLab.nodes_e-2_.label,case_surface_content,src/data/cases/generated,spouse-01,combinationLab.nodes[e-2].label,e-2 오피스텔 출입 기록,e-2 officetel access record,e-2 オフィステル出入記録,e-2 办公电话访问记录,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_spouse-01_combinationLab.nodes_e-3_.label,case_surface_content,src/data/cases/generated,spouse-01,combinationLab.nodes[e-3].label,e-3 새벽 통화기록,e-3 early morning call records,e-3夜明け通話記録,e-3 清晨通话记录,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_spouse-01_combinationLab.nodes_e-4_.label,case_surface_content,src/data/cases/generated,spouse-01,combinationLab.nodes[e-4].label,e-4 발신자 미상 문자,e-4 text from unknown sender,e-4 発信者の未来文字,e-4 来自未知发件人的短信,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
