id,category,source,case_id,key_path,ko,en,ja,zh-CN,notes
case_surface_content_src_data_cases_generated_friend-01_combinationLab.nodes_e-5_.label,case_surface_content,src/data/cases/generated,friend-01,combinationLab.nodes[e-5].label,e-5 송다은 아버지 문자,e-5 Song Da-eun’s father’s text,e-5 ソンダウンの父のキャラクター,e-5 宋多恩父亲的文字,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_friend-01_combinationLab.nodes_e-6_.label,case_surface_content,src/data/cases/generated,friend-01,combinationLab.nodes[e-6].label,e-6 과거 송금 기록,e-6 Past remittance records,e-6 過去の送金記録,e-6 过去的汇款记录,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_friend-01_combinationLab.nodes_e-7_.label,case_surface_content,src/data/cases/generated,friend-01,combinationLab.nodes[e-7].label,e-7 대조표,e-7 check list,e-7 対照表,e-7 检查清单,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_friend-01_combinationLab.nodes_stmt-a-accusation_.label,case_surface_content,src/data/cases/generated,friend-01,combinationLab.nodes[stmt-a-accusation].label,"송다은의 발언 ""수민이가 또 내 남자한테 연락한다""","Song Da-eun's remarks, ""Su-min is contacting my man again.""",ソン・ダウンの発言「スミンがまた私の男に連絡する」,宋多恩表示：“秀敏又联系我的男人了。”,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_friend-01_combinationLab.nodes_stmt-b-silence_.label,case_surface_content,src/data/cases/generated,friend-01,combinationLab.nodes[stmt-b-silence].label,"최수민의 발언 ""제가 그냥 참았어야 했는데""","Choi Soo-min's statement, ""I should have just endured it.""",チェ・スミンの発言「私はただ我慢しなければならなかった」,崔秀民表示：“我本来应该忍受的。”,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_friend-01_combinationLab.nodes_w-1-angle_.label,case_surface_content,src/data/cases/generated,friend-01,combinationLab.nodes[w-1-angle].label,w-1 김세라 증언 축,w-1 Kim Se-ra’s testimony congratulations,w-1 キム・セラ証言軸,w-1 金世拉作证祝贺,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_friend-01_combinationLab.nodes_w-2-angle_.label,case_surface_content,src/data/cases/generated,friend-01,combinationLab.nodes[w-2-angle].label,w-2 박준혁 증언 축,Congratulations on w-2 Park Jun-hyuk's testimony,w-2 パク・ジュンヒョク証言軸,恭喜w-2朴俊赫作证,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_friend-01_combinationLab.nodes_w-3-angle_.label,case_surface_content,src/data/cases/generated,friend-01,combinationLab.nodes[w-3-angle].label,w-3 오미경 증언 축,w-3 Oh Mi-kyung's testimony congratulations,w-3 オミギョン証言軸,w-3 吴美京作证祝贺,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_friend-01_combinationLab.recipes_combine-1_.discoveryText,case_surface_content,src/data/cases/generated,friend-01,combinationLab.recipes[combine-1].discoveryText,"연락 기록과 단톡방 캡처를 대조하면, 최수민의 연락 사실이 확인도 없이 '집착'으로 프레이밍된 과정이 보인다.",,連絡記録とダントクバンキャプチャを対照すると、チェ・スミンの連絡事実が確認もなく'執着'でフレーミングされた過程が見られる。,比较联系记录和群聊室截图，我们可以看到崔秀民的联系是如何在未经确认的情况下被定性为“痴迷”的。,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
case_surface_content_src_data_cases_generated_friend-01_combinationLab.recipes_combine-10_.discoveryText,case_surface_content,src/data/cases/generated,friend-01,combinationLab.recipes[combine-10].discoveryText,"""또 내 남자한테 연락한다""는 단정과 ""참았어야 했는데""라는 자책을 나란히 놓으면, 같은 사건을 전혀 다르게 겪고 있다는 점이 드러난다.",,「また私の男に連絡する」という断定と「我慢しなければならなかったのに」という自責を並べておけば、同じ事件を全く違うように経験しているという点が明らかになる。,如果你将“我再次联系我的男人”的断言与“我应该忍住”的自责放在一起，很明显，你正在经历完全不同的同一事件。,"Case metadata, character profile, dispute, evidence, solution, or evidence-viewer surface text. Party dialogue scripts are not included here."
