id,category,source,case_id,key_path,ko,en,ja,zh-CN,notes
judge_question_script_src_data_scriptedAngles_family-01_judgeQuestions_d-2_.variants_judgeq-d-2-empathy_approach-a-changed_direction-v1_.behaviorHint,judge_question_script,src/data/scriptedAngles,family-01,judgeQuestions[d-2].variants[judgeq-d-2-empathy_approach-a-changed_direction-v1].behaviorHint,문서 차이의 의미를 단정하지 말고 확인 경로와 추정을 분리하게 한다. 원본 비율 직접 표현 금지.,,,,Judge-authored interrogation question or judge behavior hint.
judge_question_script_src_data_scriptedAngles_family-01_judgeQuestions_d-2_.variants_judgeq-d-2-empathy_approach-a-changed_direction-v1_.text,judge_question_script,src/data/scriptedAngles,family-01,judgeQuestions[d-2].variants[judgeq-d-2-empathy_approach-a-changed_direction-v1].text,"윤태성 씨, 의심하던 그림과 문서 차이가 맞지 않는다고 느꼈다면 마음이 더 어지러웠을 수 있습니다. 그 혼란을 사실과 감정으로 나눠 말씀해 주십시오.","Mr. Yoon Tae-seong, this is a setting where it is hard to speak. Regarding the direction of change you say the figures took, please share, at your own pace, what you found most difficult to say.",ユン・テソンさん、長年母を支えてこられたご自負と現実との隔たりに揺れた時間があったかと存じます。直接ご覧になった場面からお聞かせください。,尹泰成先生，在察觉到方向偏离时，最让您难以接受的一段心情，请把您亲眼所见的场面先讲出来。,Judge-authored interrogation question or judge behavior hint.
judge_question_script_src_data_scriptedAngles_family-01_judgeQuestions_d-2_.variants_judgeq-d-2-empathy_approach-a-changed_direction-v2_.behaviorHint,judge_question_script,src/data/scriptedAngles,family-01,judgeQuestions[d-2].variants[judgeq-d-2-empathy_approach-a-changed_direction-v2].behaviorHint,문서 차이의 의미를 단정하지 말고 확인 경로와 추정을 분리하게 한다. 원본 비율 직접 표현 금지.,,,,Judge-authored interrogation question or judge behavior hint.
judge_question_script_src_data_scriptedAngles_family-01_judgeQuestions_d-2_.variants_judgeq-d-2-empathy_approach-a-changed_direction-v2_.text,judge_question_script,src/data/scriptedAngles,family-01,judgeQuestions[d-2].variants[judgeq-d-2-empathy_approach-a-changed_direction-v2].text,처음 믿었던 설명이 흔들리는 자리는 쉽지 않았을 것입니다. 문서 차이를 마주한 순간의 생각부터 말씀해 주십시오.,"If there were circumstances that made it hard to raise the direction of change you say the figures took, please explain them in your own words first.",不安と確信のはざまで判断を固めていかれた経緯を、当時のお気持ちごとお話しいただけますか。,请在能说的范围内回顾——在察觉到方向偏离时，最让您难以接受的一段心情，请把记得最清楚的一段先告诉本席。,Judge-authored interrogation question or judge behavior hint.
judge_question_script_src_data_scriptedAngles_family-01_judgeQuestions_d-2_.variants_judgeq-d-2-empathy_approach-a-changed_direction-v3_.behaviorHint,judge_question_script,src/data/scriptedAngles,family-01,judgeQuestions[d-2].variants[judgeq-d-2-empathy_approach-a-changed_direction-v3].behaviorHint,문서 차이의 의미를 단정하지 말고 확인 경로와 추정을 분리하게 한다. 원본 비율 직접 표현 금지.,,,,Judge-authored interrogation question or judge behavior hint.
judge_question_script_src_data_scriptedAngles_family-01_judgeQuestions_d-2_.variants_judgeq-d-2-empathy_approach-a-changed_direction-v3_.text,judge_question_script,src/data/scriptedAngles,family-01,judgeQuestions[d-2].variants[judgeq-d-2-empathy_approach-a-changed_direction-v3].text,"윤태성 씨, 결과의 의미 전체를 지금 단정할 필요는 없습니다. 다만 본인이 본 사실과 떠올린 추정을 구분해 주십시오.",You do not need to lay everything out at once. Please begin with the part of the direction of change you say the figures took that you feel ready to say today.,ユン・ジョンフさんの動きを目にされた折々のお気持ちを、結論ではなく過程としてお話しください。,不必现在就下结论。在察觉到方向偏离时，最让您难以接受的一段心情，请把您能说出的部分先讲一段。,Judge-authored interrogation question or judge behavior hint.
judge_question_script_src_data_scriptedAngles_family-01_judgeQuestions_d-2_.variants_judgeq-d-2-empathy_approach-a-changed_direction-v4_.behaviorHint,judge_question_script,src/data/scriptedAngles,family-01,judgeQuestions[d-2].variants[judgeq-d-2-empathy_approach-a-changed_direction-v4].behaviorHint,문서 차이의 의미를 단정하지 말고 확인 경로와 추정을 분리하게 한다. 원본 비율 직접 표현 금지.,,,,Judge-authored interrogation question or judge behavior hint.
judge_question_script_src_data_scriptedAngles_family-01_judgeQuestions_d-2_.variants_judgeq-d-2-empathy_approach-a-changed_direction-v4_.text,judge_question_script,src/data/scriptedAngles,family-01,judgeQuestions[d-2].variants[judgeq-d-2-empathy_approach-a-changed_direction-v4].text,의심을 거두기 어려웠던 마음과 문서 차이를 받아들이기 어려웠던 마음 중 어느 쪽이 더 컸는지 말씀해 주십시오.,"If part of the direction of change you say the figures took is something you can speak about and part is not yet, please separate them and answer on the part you can.",比率がどちらへ動いたかの判断を前にされて言葉を選ばれた時間も含めて、率直にお答えいただきたいのです。,尹泰成先生，在察觉到方向偏离时，最让您难以接受的一段心情，请把记得最清楚的一段先告诉本席。,Judge-authored interrogation question or judge behavior hint.
judge_question_script_src_data_scriptedAngles_family-01_judgeQuestions_d-2_.variants_judgeq-d-2-empathy_approach-a-changed_direction-v5_.behaviorHint,judge_question_script,src/data/scriptedAngles,family-01,judgeQuestions[d-2].variants[judgeq-d-2-empathy_approach-a-changed_direction-v5].behaviorHint,문서 차이의 의미를 단정하지 말고 확인 경로와 추정을 분리하게 한다. 원본 비율 직접 표현 금지.,,,,Judge-authored interrogation question or judge behavior hint.
judge_question_script_src_data_scriptedAngles_family-01_judgeQuestions_d-2_.variants_judgeq-d-2-empathy_approach-a-changed_direction-v5_.text,judge_question_script,src/data/scriptedAngles,family-01,judgeQuestions[d-2].variants[judgeq-d-2-empathy_approach-a-changed_direction-v5].text,비율이 어떻게 달라졌는지와 그 변경의 동기가 무엇이었는지는 다른 문제입니다. 본인이 확인한 사실부터 분리해 말씀해 주십시오.,"Mr. Yoon Tae-seong, if there is something about the direction of change you say the figures took you have been carrying alone, please put it down here, in the form you are able to.",ユン・テソンさん、ご自身を支えていた解釈について、その時点の心境ごとお話しいただけますか。,请在能说的范围内回顾——在察觉到方向偏离时，最让您难以接受的一段心情，请把您能说出的部分先讲一段。,Judge-authored interrogation question or judge behavior hint.
